project_slug,project_name,symbol,category,market_cap_usd,price_usd,ico_price_usd,ico_roi,total_invested,invest_mcap_ratio,first_valuation,last_valuation,funds_count,top_funds
logx,LogX Network,LOGX,DEX,371670,0.002858,,,10100000.0,27.174644173594857,61000000,40000000,15,"Sequoia Capital ($1,016,667); Coinbase Ventures ($1,016,667); IOSG Ventures ($1,016,667); Amplify Partners ($1,016,667); Global Fried Crypto (GFC) ($1,016,667)"
edge-matrix-computing,Edge Matrix Computing,EMC,Arbitrum Ecosystem,371050.12,0.0005736,,,20000000.0,53.90107406514247,200000000,200000000,5,"Candaq Fintech Group ($4,000,000); Raees Chowdhury ($4,000,000); P2 Ventures ($4,000,000); Amber Group ($4,000,000); Cyberrock Venture ($4,000,000)"
verida,Verida,VDA,AI Agents,365911.1,0.0011114,,,5000000.0,13.66452124573428,50000000,50000000,8,"Gate.io ($625,000); Evan Cheng ($625,000); Bison Capital ($625,000); HASH CIB (HASH#CIB) ($625,000); Amesten Capital ($625,000)"
soarchain,Soarchain,SOAR,DePIN,361212.29,0.0005906,,,4500000.0,12.458047869855148,45000000,45000000,8,"Chorus One ($562,500); Elevate Ventures ($562,500); Cogitent Ventures ($562,500); DWF Labs ($562,500); Plug and Play ($562,500)"
pine,Pine,PINE,Lending Platform,357919.93,0.0018,0.2,0.01x,4500000.0,12.57264439004556,18960000,30000000,10,"Amber Group ($714,286); Shima Capital ($714,286); The Spartan Group ($714,286); The Lao ($500,000); Mapleblock Capital ($500,000)"
elixir-games,Elixir Games,ELIX,Gaming,350198.45,0.001433,,,14000000.0,39.97733285227276,140000000,140000000,3,"Solana Foundation ($4,666,667); Shima Capital ($4,666,667); Square Enix ($4,666,667)"
pell-network,Pell Network Token,PELL,DeFi,348096,0.001037,,,6499999.999999999,18.673009744438314,30000000,35000000,19,"ArkStream Capital ($651,786); Web3Port ($651,786); D11 Labs ($651,786); Goplus ($437,500); MultiversX ($437,500)"
navigate,Navigate,NVG8,Blockchain Service,327477.22,0.002291,,,7625000.0,23.28406232348009,60000000,60000000,4,"Distributed Global ($1,906,250); Outlier Ventures ($1,906,250); Kraken ($1,906,250); Alan Howard ($1,906,250)"
cryptogpt-token,LayerAI,LAI,AI Agents,322162.77,0.00011528,0.005,0.02x,10000000.0,31.04020989141607,249000000,249000000,1,"DWF Labs ($10,000,000)"
moongate,Moongate,MGT,RWA (Real World Assets),315942.33,0.0006021,,,5200000.0,16.45869991526618,27000000,25000000,18,"GBV Capital ($456,250); Token Bay Capital ($456,250); CMCC Global ($456,250); Cogitent Ventures ($456,250); RNR Capital ($456,250)"
agentlayer,AgentLayer,AGENT,Blockchain Service,313005.82,0.0009653,,,1500000.0,4.792243160207053,15000000,15000000,3,"MH Ventures ($500,000); Zephyrus Capital ($500,000); Web3.com Ventures ($500,000)"
e4c-final-salvation,E4C,E4C,Gaming,307849.99,0.002101,,,15000000.0,48.72503000568556,150000000,150000000,1,"Bolts Capital ($15,000,000)"
kip-protocol,KIP,KIP,Infrastructure,304434.5,0.0001547,,,5000000.000000001,16.423894138147947,50000000,50000000,14,"Morningstar Ventures ($357,143); Animoca Brands ($357,143); GBV Capital ($357,143); Tribe Capital ($357,143); Kyros Ventures ($357,143)"
wizzwoods,Wizzwoods,WIZZ,Gaming,292419.9,0.0006899,,,10000000.0,34.19739901422577,100000000,100000000,2,"Animoca Brands ($5,000,000); Infinity Ventures Crypto (IVC) ($5,000,000)"
weatherxm-network,WeatherXM,WXM,DePIN,275342.34,0.0546,,,7699999.999999997,27.96518690151321,77000000,77000000,13,"Borderless Capital ($592,308); Protocol Labs ($592,308); Red Beard Ventures ($592,308); Placeholder ($592,308); Metaplanet ($592,308)"
mintify,Mintify,MINT,NFT,273983.65,0.0005519,,,3400000.0,12.409499617951655,34000000,34000000,13,"MV Global ($261,538); Cumberland ($261,538); Amber Group ($261,538); Red Beard Ventures ($261,538); Zeneca ($261,538)"
ashswap,AshSwap,ASH,DEX,270755.13,0.0006526,0.04,0.02x,2499999.9999999995,9.23343539234141,25000000,25000000,11,"Titan Stake ($227,273); Morningstar Ventures ($227,273); Spark Digital Capital ($227,273); Qredo ($227,273); SwissBorg Ventures ($227,273)"
itheum,Itheum,ITHEUM,Web 3.0,269925.74,0.0005549,0.04,0.01x,5499999.999999999,20.37597451802855,15000000,20000000,10,"Morningstar Ventures ($1,500,000); Double Top ($444,444); ZBS Capital ($444,444); elrond ($444,444); MHC Digital Finance ($444,444)"
fjord-foundry,Fjord Foundry,FJO,DeFi,264808.58,0.02509,,,4300000.0,16.23814454954594,43000000,43000000,5,"Mechanism Capital ($860,000); Lemniscap ($860,000); Zee Prime Capital ($860,000); NxGen ($860,000); Castle Capital ($860,000)"
plena-finance,Plena,PLENA,Wallet,259348.1,0.0005032,,,5000000.0,19.279107886273312,50000000,50000000,24,"GBV Capital ($208,333); ConsenSys ($208,333); Boxmining ($208,333); Dutch Crypto Investors (DCI) ($208,333); Poolz ($208,333)"
lunr-token,Lunar Crush,LUNR,Social,254550,0.001697,,,5000000.000000001,19.642506383814577,50000000,50000000,14,"TRGC ($357,143); Techstars ($357,143); Draper Associates ($357,143); Emurgo ($357,143); Blockchain Founders Fund ($357,143)"
mbd-financials,MBD Financials,MBD,Metaverse,254477.63,9.72e-06,,,10000000.0,39.296184894522945,100000000,100000000,1,"LDA Capital ($10,000,000)"
chainge-finance,Chainge,XCHNG,DEX,247831.32,0.0005228,,,60000000.0,242.10015102207421,470000000,130000000,3,"Coded Fi ($47,000,000); Alpha Token Capital ($6,500,000); Global Emerging Markets (GEM Digital Limited) ($6,500,000)"
dogami,Dogami,DOGA,Gaming,236829.91,0.0003081,0.075,0.00x,13500000.0,57.00293514446718,133000000,70000000,8,"Blockchain Founders Fund ($4,357,143); XAnge ($4,357,143); Animoca Brands ($857,143); Ubisoft ($857,143); Ghaf Capital Partners ($857,143)"
exotic-markets,Exotic Markets,EXO,Oracle,235643.6,0.3306,,,5000000.000000001,21.21848418543937,50000000,50000000,14,"Multicoin Capital ($357,143); Paradigm ($357,143); Morningstar Ventures ($357,143); Animoca Brands ($357,143); Ascensive Assets ($357,143)"
voltage-finance,Voltage Finance,VOLT,CEX,230606.23,5.723e-05,0.004,0.01x,3400000.0,14.743747382713813,17000000,17000000,16,"ZBS Capital ($212,500); Shima Capital ($212,500); TRGC ($212,500); LVT Capital ($212,500); Sheesha Finance ($212,500)"
puffverse,Puffverse,PFVS,Gaming,228293.1,0.002293,,,3000000.0,13.141001633426503,30000000,30000000,6,"Animoca Brands ($500,000); HashKey Capital ($500,000); The Spartan Group ($500,000); Foresight Ventures ($500,000); Sky Mavis ($500,000)"
mystiko-network,Mystiko Network,XZK,Blockchain Service,223946.75,0.0005452,,,18000000.0,80.37625015768258,90000000,90000000,11,"Mirana Ventures ($1,636,364); CoinList ($1,636,364); Naval Ravikant ($1,636,364); Gokul Rajaram ($1,636,364); Morningstar Ventures ($1,636,364)"
matr1x,Matr1x,MAX,Gaming,216467.31,0.0004832,,,20000000.0,92.3927035449371,100000000,100000000,9,"SevenX Ventures ($4,166,667); HashKey Capital ($2,500,000); Amber Group ($2,500,000); Hana Financial Investment ($2,500,000); Folius Ventures ($1,666,667)"
artfi,Artfi,ARTFI,Web 3.0,215107.2,0.001637,,,3260000.0,15.155234227399175,32600000,32600000,2,"Raza Beig ($1,630,000); Sheikh Hend Al Qassemi ($1,630,000)"
imgnai,imgnAI,IMGNAI,Trading Bot,210832.57,0.0002714,,,1600000.0,7.588960282559758,16000000,16000000,5,"Hack VC ($320,000); dao5 ($320,000); West Ham Capital ($320,000); Rana Capital ($320,000); Selini Capital ($320,000)"
bbs-network,BBS Network,BBS,NFT,210234.76,0.00299,0.04,0.07x,550000.0,2.616123042640522,40000000,40000000,5,"Polychain Capital ($110,000); YZi Labs (prev Binance Labs) ($110,000); DAO Maker ($110,000); NFX ($110,000); Node Capital ($110,000)"
friends-with-benefits-pro,Friends With Benefits Pro,FWB,,208335.6,0.3487,,,3000000.0,14.399843329704572,30000000,30000000,1,"Andreessen Horowitz (a16z) ($3,000,000)"
affyn,Affyn,FYN,Metaverse,207647.22,0.0008174,0.14,0.01x,10400000.0,50.08494695955958,80000000,80000000,21,"Redhat capital ($495,238); Kommunitas ($495,238); TruePNL ($495,238); Herd Ventures ($495,238); MV Global ($495,238)"
exorde,Exorde,EXD,Blockchain Service,201447.75,0.004234,0.35,0.01x,1200000.0,5.956879637523874,24000000,24000000,6,"Outlier Ventures ($200,000); Protocol Labs ($200,000); Vespertine Capital ($200,000); Insignius Capital ($200,000); Black Dragon ($200,000)"
live-art-x,LiveArtX,ART,NFT,199267.62,0.0009109,,,4500000.0,22.58269557291847,45000000,45000000,12,"YZi Labs (prev Binance Labs) ($375,000); Animoca Brands ($375,000); HashKey Capital ($375,000); Alameda Research ($375,000); OKX Ventures ($375,000)"
wild-forest,Wild Forest Token,WF,Gaming,195162.19,0.004787,,,2300000.0,11.785069638745087,10000000,35000000,14,"Sky Mavis ($400,000); Kahuna ($265,000); Avocado Guild (Avocado DAO) ($140,000); BreederDAO ($140,000); Presto Labs ($140,000)"
analos,analoS,ANALOS,Meme,190426.11,2.32e-06,,,1000000.0,5.251380706143712,10000000,10000000,1,"GOTBIT ($1,000,000)"
henlo-2,Henlo,HENLO,Meme,190261.46,5.48e-06,,,3000000.0,15.76777556526687,30000000,30000000,15,"Framework Ventures ($200,000); ViaBTC Capital ($200,000); Primitive Ventures ($200,000); SNZ Holding ($200,000); DCF GOD ($200,000)"
yuliverse,Yuliverse,YULI,Gaming,184400,2.31e-05,,,4000000.0,21.691973969631235,40000000,40000000,10,"Titans Ventures ($400,000); CSP DAO ($400,000); DWF Labs ($400,000); HC Ventures ($400,000); Presto Labs ($400,000)"
moonray,Moonray,MNRY,Gaming,181386.83,0.0009392,,,6500000.0,35.835016246769406,47500000,17500000,6,"Animoca Brands ($1,875,000); Cardano Foundation ($1,875,000); P2 Ventures ($1,875,000); HTX Ventures (previously Huobi Ventures) ($291,667); C2Ventures (Csquared) ($291,667)"
restake-finance,Restake Finance,RSTK,DeFi,165802.76,0.004334,,,500000.0,3.01563134413444,5000000,5000000,5,"bizyugo ($100,000); Moni ($100,000); Dewhales ($100,000); AlfaDAO ($100,000); 0xJeff ($100,000)"
kuroro-beasts,KURO,KURO,Gaming,158689.73,0.0001587,,,2500000.0,15.754012562753745,25000000,25000000,10,"Animoca Brands ($250,000); Rarestone Capital ($250,000); Sanctor Capital ($250,000); Gabby Dizon ($250,000); Zeneca ($250,000)"
bullieverse,Bullieverse,BULL,Metaverse,154199.58,0.000168,0.05,0.00x,4000000.0000000005,25.940407879191376,35000000,35000000,12,"LD Capital ($333,333); DWeb3 Capital ($333,333); Good Games Guild ($333,333); Genblock Capital ($333,333); C2 Ventures ($333,333)"
metacene,MetaCene,MAK,Gaming,153342.74,0.001493,,,15000000.0,97.82008590690371,50000000,100000000,14,"SevenX Ventures ($1,964,286); Animoca Brands ($1,250,000); The Spartan Group ($1,250,000); LongLing Capital ($1,250,000); Folius Ventures ($1,250,000)"
enjinstarter,Enjinstarter,EJS,Web 3.0,150497.06,3.637e-05,0.008,0.00x,5000000.0,33.22324037426379,50000000,50000000,1,"True Global Ventures (TGV) ($5,000,000)"
godcoin,Godcoin,GOD,Gaming,150402.71,0.001673,,,17000000.0,113.02987825152886,90000000,80000000,5,"Pantera Capital ($9,800,000); Animoca Brands ($1,800,000); Framework Ventures ($1,800,000); Double Peak ($1,800,000); Jefferson Capital ($1,800,000)"
mind-ai-2,Mind AI,MA,Blockchain Service,142615.04,0.0003888,,,1200000.0000000002,8.414259814392649,12000000,12000000,19,"x21 Digital ($63,158); Maven Capital ($63,158); Gains Associates ($63,158); SMO Capital ($63,158); Zephyrus Capital ($63,158)"
swan-chain,Swan Chain,SWAN,DePIN,138866,0.001417,,,5000000.0,36.0059337778866,30000000,20000000,11,"DWF Labs ($666,667); Optimism Foundation ($666,667); Promontory Technologies ($666,667); YZi Labs (prev Binance Labs) ($375,000); Chain Capital ($375,000)"
velar,Velar,VELAR,DeFi,128703.76,0.0003633,,,3500000.000000001,27.19423270928527,35000000,35000000,22,"GBV Capital ($159,091); CMS Holdings ($159,091); Kyros Ventures ($159,091); MarketAcross ($159,091); Banter Capital ($159,091)"
infinitar-governance-token,Infinitar Governance Token,IGT,Gaming,128424.92,0.0002741,,,9000000.0,70.07985677546071,150000000,150000000,6,"Waterdrip Capital ($1,500,000); AC Capital ($1,500,000); Dex Ventures ($1,500,000); AccelByte ($1,500,000); Lam Group ($1,500,000)"
pentagon-games,Pentagon Games,PEN,Gaming,128344.15,0.000579,,,6000000.0,46.74930645455987,60000000,60000000,9,"Tess Ventures ($666,667); NFX ($666,667); YZi Labs (prev Binance Labs) ($666,667); Animoca Brands ($666,667); The Spartan Group ($666,667)"
decentralgpt,DecentralGPT,DGC,DePIN,119472,7.37e-07,,,10000000.0,83.70162046337217,30000000,70000000,5,"AGICrypto Capital ($7,600,000); Cherry Ventures ($600,000); DePIN X ($600,000); Aethir ($600,000); BTR Capital ($600,000)"
rbw,Rainbow Token,RBW,Gaming,116166.2,0.0005908,,,26000000.0,223.81725493301838,260000000,260000000,10,"BreederDAO ($2,600,000); BACKED VC ($2,600,000); Infinity Ventures Crypto (IVC) ($2,600,000); BITKRAFT Ventures ($2,600,000); Emfarsis ($2,600,000)"
ooga-booga,Ooga Booga,,DeFi,114943.44,0.005979,,,2500000.0,21.749827567367046,10000000,15000000,33,"Rubik Ventures ($152,632); ViaBTC Capital ($100,000); NxGen ($100,000); Smape Capital ($100,000); Quantstamp ($100,000)"
celestial,Celestial,CELT,Gaming,109292.45,3.674e-05,0.0248,0.00x,1400000.0,12.80966800542947,10000000,10000000,11,"OKX Ventures ($127,273); Arche Fund ($127,273); ZBS Capital ($127,273); MEXC Global (Privcode Capital) ($127,273); ONTology ($127,273)"
smart-layer-network,Smart Layer Network,SLN,Blockchain Service,108741.24,0.006871,,,6000000.0,55.17685838417881,200000000,200000000,7,"Framework Ventures ($857,143); Signum Capital ($857,143); OKX Ventures ($857,143); SNZ Holding ($857,143); MH Ventures ($857,143)"
wunder-social,Wunder Social,WUNDER,Social,106912,0.00026,,,50000000.0,467.6743489973062,500000000,500000000,1,"Rollman Management ($50,000,000)"
republik,RepubliK,RPK,Social,106808.73,0.0001106,,,6000000.000000002,56.17518343303962,75000000,75000000,13,"Sora Ventures ($461,538); HTX Ventures (previously Huobi Ventures) ($461,538); CMS Holdings ($461,538); Signum Capital ($461,538); OKX Ventures ($461,538)"
hivello,Hivello,HVLO,DePIN,106520.24,0.0001514,,,2500000.0,23.469718055460632,10000000,15000000,14,"Blockchange Ventures ($250,000); Candaq Fintech Group ($250,000); Cypher Capital ($250,000); MH Ventures ($250,000); Contango Digital Assets ($250,000)"
spacefalcon,SpaceFalcon,FCON,Metaverse,106289.86,6.1e-06,,,3312000.0,31.160074912131787,32000000,32000000,8,"Good Games Guild ($414,000); Avstar Capital ($414,000); OKX Ventures ($414,000); Momentum 6 ($414,000); Peech Capital ($414,000)"
perion,Perion,PERC,Gaming,103812.73,0.003224,1.2,0.00x,8600000.0,82.84147811159576,60000000,60000000,8,"IOSG Ventures ($1,075,000); The Spartan Group ($1,075,000); Synthetix ($1,075,000); Pantera Capital ($1,075,000); Framework Ventures ($1,075,000)"
eldarune,Eldarune,ELDA,Gaming,102962.98,0.0003961,0.015,0.03x,1147500.0,11.144782328561197,6000000,7500000,5,"YAY Network ($637,500); OIG Oracles Investment Group ($127,500); Hacken ($127,500); Unicorn Venture ($127,500); MC Ventures ($127,500)"
mxc,Moonchain,MXC,IOT,99873.64,2.31e-05,0.015,0.00x,10000000.0,100.12651987050837,100000000,100000000,1,"JDI Venture ($10,000,000)"
kyoko,Kyoko,KYOKO,Gaming,95858.58,0.000153,0.1,0.00x,6600000.0,68.85142675804295,30000000,60000000,16,"Infinity Ventures Crypto (IVC) ($700,000); Morningstar Ventures ($700,000); Tess Ventures ($700,000); Kliff Capital ($700,000); Vespertine Ventures ($450,000)"
vertex-protocol,Vertex,VRTX,DEX,92833.16,0.0001757,,,8500000.0,91.56210991848171,85000000,85000000,10,"HTX Ventures (previously Huobi Ventures) ($850,000); Jane Street Capital ($850,000); Collab+Currency ($850,000); Hack VC ($850,000); Big Brain Holdings ($850,000)"
spellborne,BORNE,BORNE,Gaming,92734.44,0.003552,,,1350000.0,14.55769830496631,13500000,13500000,11,"Animoca Brands ($122,727); Momentum 6 ($122,727); D64 Ventures ($122,727); Gabby Dizon ($122,727); Yunt Capital ($122,727)"
deeplink,DeepLink Protocol,DLC,Infrastructure,92560.4,7.221e-06,,,8000000.0,86.43004999978393,80000000,80000000,10,"Gobi Partners ($800,000); DeepBrainChain ($800,000); ROCK Ventures ($800,000); P&S ($800,000); Hycons ($800,000)"
sender-ai,Sender AI,ASI,Artificial Intelligence (AI),86462.31,0.001796,,,4500000.0,52.04579891515737,45000000,45000000,15,"Crypto.com ($300,000); Jump Capital ($300,000); Smrti Lab ($300,000); Puzzle Ventures ($300,000); D1 Ventures ($300,000)"
ethermail,Ether Mail,EMT,Web 3.0,85320,0.001422,,,6999999.999999999,82.04406938584152,30000000,40000000,5,"Fabric Ventures ($1,500,000); Greenfield Capital ($1,500,000); Draper Associates ($1,333,333); Tim Draper ($1,333,333); MS&AD Ventures ($1,333,333)"
drunk-robots,Drunk Robots,METAL,Play to Earn,82814.23,0.00010612,0.01,0.01x,1573500.0,19.000357788752005,20625000,20625000,10,"Animoca Brands ($157,350); Moonrock Capital ($157,350); Shima Capital ($157,350); P2 Ventures ($157,350); ZB.COM ($157,350)"
openzk-network,OpenZK Network,OZK,Infrastructure,80098.23,2.21e-05,,,6000000.0,74.90802231210353,60000000,60000000,3,"Animoca Brands ($2,000,000); Sovereign Trust ($2,000,000); Coinstore ($2,000,000)"
teleportdao,Teleport System Token,TST,Infrastructure,77073.33,0.0002277,0.075,0.00x,2500000.0000000005,32.43664183187622,25000000,25000000,7,"SNZ Holding ($357,143); AppWorks ($357,143); Candaq Fintech Group ($357,143); Quantstamp ($357,143); DefinanceX ($357,143)"
roolz,Roolz,GODL,Gaming,75739.29,0.00010823,,,1000000.0,13.203186879623509,10000000,10000000,3,"Yolo Investments ($333,333); Contango Digital Assets ($333,333); TON Ventures ($333,333)"
crypto-raiders,Crypto Raiders,RAIDER,,75494.76,0.00215,,,6000000.0,79.47571460588789,120000000,120000000,6,"Three Arrows Capital ($1,000,000); GuildFi ($1,000,000); Yield Guild Games (YGG) ($1,000,000); DeFiance Capital ($1,000,000); Merit Circle ($1,000,000)"
ordzaar,THE•ORDZAAR•RUNES (Runes),ZAAR,NFT,73200,7.32e-05,,,1999999.9999999998,27.322404371584696,20000000,20000000,6,"Bitcoin Frontier Fund ($333,333); PG ($333,333); Sora Ventures ($333,333); OIG Oracles Investment Group ($333,333); LongHash Ventures ($333,333)"
run-together,Run Together,RUN,Sport,72690.23,0.001016,,,450000.0,6.190653131789513,2500000,2500000,4,"Jade Labs ($112,500); ONUS ($112,500); Fam Central ($112,500); Moonlab ($112,500)"
aurigami,Aurigami,PLY,Lending Platform,72177.09,1.749e-05,0.005,0.00x,9500000.0,131.62071233406613,47500000,47500000,16,"Polychain Capital ($593,750); Bobby Ong ($593,750); Mechanism Capital ($593,750); Coinbase Ventures ($593,750); Dragonfly Capital ($593,750)"
raiinmaker,Raiinmaker,RAIIN,Artificial Intelligence (AI),70315.54,0.001686,,,7500000.0,106.66205507345887,75000000,75000000,15,"Axia8 Ventures ($500,000); Krypital Group ($500,000); Gate.io ($500,000); Jump Capital ($500,000); Arcanum Capital ($500,000)"
iagent-protocol,iAgent Protocol,AGNT,AI Agents,69972.4,0.0003476,,,3000000.0,42.87404748157846,30000000,30000000,10,"Alpha Sigma Capital ($300,000); Expert DoJo ($300,000); doublejump.tokyo ($300,000); IBC Ventures ($300,000); PG ($300,000)"
well3,Well3,WELL,DePIN,68681.1,1.047e-05,,,5000000.0,72.80023179593803,50000000,50000000,3,"Animoca Brands ($1,666,667); Soul Capital ($1,666,667); Newman Capital ($1,666,667)"
gifto,Gifto,GFT,Media,67156.54,3e-05,0.1,0.00x,2500000.0,37.22645627663367,25000000,25000000,1,"Poolz ($2,500,000)"
forgotten-playland,Forgotten Playland,FP,Gaming,64625,0.0001175,,,9750000.0,150.87040618955513,40000000,40000000,4,"The Spartan Group ($2,437,500); Merit Circle ($2,437,500); C2Ventures (Csquared) ($2,437,500); Paper Ventures ($2,437,500)"
nftfi,NFTfi,NFTFI,NFT,64405.44,0.0003526,,,6000000.0,93.1598324613573,60000000,60000000,3,"Maven 11 Capital ($2,000,000); Placeholder ($2,000,000); Launch Lab ($2,000,000)"
